2,01.01.2020 5:26:04,01.01.2020 5:27:18,1,0,1,False,234,234,2,2.5,0.5,0.5,0,0,0.3,6.3,2.5
1,01.01.2020 5:59:37,01.01.2020 6:05:42,1,1.1,1,False,79,4,1,6,3,0.5,1.96,0,0.3,11.76,2.5
2,01.01.2020 5:01:42,01.01.2020 5:05:13,1,0.66,1,False,236,140,2,4.5,0.5,0.5,0,0,0.3,8.3,2.5
2,01.01.2020 5:34:05,01.01.2020 5:51:26,1,9,1,False,161,138,1,26,0.5,0.5,7.18,6.12,0.3,43.1,2.5
2,01.01.2020 5:50:28,01.01.2020 5:50:34,2,0,2,False,79,79,2,52,0,0.5,0,0,0.3,55.3,2.5
2,01.01.2020 5:17:45,01.01.2020 5:20:55,1,0.03,1,False,186,186,2,4,0.5,0.5,0,0,0.3,7.8,2.5
2,01.01.2020 5:30:14,01.01.2020 5:35:15,1,0.72,1,False,141,140,2,5,0.5,0.5,0,0,0.3,8.8,2.5
2,01.01.2020 5:14:15,01.01.2020 5:26:39,1,2.25,1,False,231,107,2,10.5,0.5,0.5,0,0,0.3,14.3,2.5
2,01.01.2020 6:00:29,01.01.2020 6:03:50,1,0.55,1,False,246,246,2,4.5,0.5,0.5,0,0,0.3,8.3,2.5
2,01.01.2020 5:16:32,01.01.2020 5:28:26,1,1.26,1,False,249,79,2,8.5,0.5,0.5,0,0,0.3,12.3,2.5
2,01.01.2020 5:22:33,01.01.2020 5:28:55,2,1.2,1,False,263,43,1,6.5,0.5,0.5,2,0,0.3,12.3,2.5
2,01.01.2020 5:06:51,01.01.2020 5:21:09,1,3.93,1,False,148,141,2,13.5,0.5,0.5,0,0,0.3,17.3,2.5
2,01.01.2020 5:40:30,01.01.2020 5:58:36,1,0.78,1,False,161,164,2,11,0.5,0.5,0,0,0.3,14.8,2.5
2,01.01.2020 5:04:53,01.01.2020 5:26:25,1,11.35,1,False,107,14,2,32.5,0.5,0.5,0,0,0.3,36.3,2.5
2,01.01.2020 5:28:41,01.01.2020 5:34:01,1,0.88,1,False,7,7,2,5.5,0.5,0.5,0,0,0.3,6.8,0
2,01.01.2020 5:18:21,01.01.2020 5:18:59,1,0.16,1,False,148,148,2,2.5,0.5,0.5,0,0,0.3,6.3,2.5
2,01.01.2020 5:14:34,01.01.2020 5:15:49,1,0.08,1,False,161,161,2,3,0.5,0.5,0,0,0.3,6.8,2.5
2,01.01.2020 5:24:37,01.01.2020 5:31:19,1,1.26,1,False,79,45,2,6.5,0.5,0.5,0,0,0.3,10.3,2.5
2,01.01.2020 5:00:46,01.01.2020 5:19:33,1,4,1,False,161,263,2,16,0.5,0.5,0,0,0.3,19.8,2.5
2,01.01.2020 5:17:43,01.01.2020 5:21:58,3,0.68,1,False,158,125,2,4.5,0.5,0.5,0,0,0.3,8.3,2.5
2,01.01.2020 5:15:23,01.01.2020 5:18:06,1,0.4,1,False,234,234,2,4,0.5,0.5,0,0,0.3,7.8,2.5
2,01.01.2020 5:45:27,01.01.2020 5:52:00,1,0.6,1,False,233,162,2,6,0.5,0.5,0,0,0.3,9.8,2.5
2,01.01.2020 6:50:04,01.01.2020 6:53:55,1,0.09,1,False,233,233,2,4,0.5,0.5,0,0,0.3,7.8,2.5
2,01.01.2020 6:53:34,01.01.2020 6:54:17,4,0,5,False,129,129,2,0,0,0,0,0,0.3,0.3,0
1,01.01.2020 6:30:10,01.01.2020 6:37:37,2,1.1,1,False,181,181,1,7,0.5,0.5,2.05,0,0.3,10.35,0
2,01.01.2020 6:09:09,01.01.2020 6:15:19,1,0.52,1,False,263,262,2,5,0.5,0.5,0,0,0.3,8.8,2.5
2,01.01.2020 6:08:41,01.01.2020 6:08:47,1,0,2,False,140,140,2,52,0,0.5,0,0,0.3,55.3,2.5
2,01.01.2020 5:59:08,01.01.2020 6:00:41,6,0.16,1,False,137,137,2,3,0.5,0.5,0,0,0.3,6.8,2.5
2,01.01.2020 6:48:39,01.01.2020 6:49:33,1,0,1,False,107,107,2,2.5,0.5,0.5,0,0,0.3,6.3,2.5
2,01.01.2020 6:41:49,01.01.2020 6:43:56,3,0.12,1,False,229,229,2,3.5,0.5,0.5,0,0,0.3,7.3,2.5
2,01.01.2020 6:04:30,01.01.2020 6:08:36,1,0.99,1,False,140,229,2,5.5,0.5,0.5,0,0,0.3,9.3,2.5
2,01.01.2020 6:10:41,01.01.2020 6:16:31,1,0.65,1,False,229,162,2,5,0.5,0.5,0,0,0.3,8.8,2.5
2,01.01.2020 6:53:18,01.01.2020 6:54:23,1,0.15,1,False,162,170,2,3,0.5,0.5,0,0,0.3,6.8,2.5
2,01.01.2020 6:50:19,01.01.2020 7:01:27,1,2.63,1,False,49,61,2,10.5,0.5,0.5,0,0,0.3,11.8,0
2,01.01.2020 6:16:49,01.01.2020 6:39:30,1,5.37,1,False,141,119,2,19,0.5,0.5,0,0,0.3,22.8,2.5
2,01.01.2020 6:18:56,01.01.2020 6:20:47,1,0.42,1,False,125,231,2,3.5,0.5,0.5,0,0,0.3,7.3,2.5
2,01.01.2020 6:08:14,01.01.2020 6:10:14,2,0.24,1,False,42,42,1,3.5,0.5,0.5,0.8,0,0.3,5.6,0
2,01.01.2020 6:26:20,01.01.2020 6:46:16,1,5.78,1,False,141,144,2,20,0.5,0.5,0,0,0.3,23.8,2.5
2,01.01.2020 6:50:41,01.01.2020 7:34:05,4,16.38,1,False,68,259,2,50,0.5,0.5,0,0,0.3,53.8,2.5
2,01.01.2020 6:52:47,01.01.2020 7:17:25,1,10.85,1,False,236,18,2,31.5,0.5,0.5,0,0,0.3,35.3,2.5
2,01.01.2020 6:07:04,01.01.2020 6:24:01,1,2.48,1,False,263,143,2,12.5,0.5,0.5,0,0,0.3,16.3,2.5
2,01.01.2020 6:01:54,01.01.2020 6:10:17,2,1.86,1,False,229,236,2,8,0.5,0.5,0,0,0.3,11.8,2.5
